Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
GMF",420 €,18257,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/08/1983,41,Célibataire,Fonctionnaire Défense/Intérieur,01/2019,Oui,,,Oui,2010,non,non,12/2014,,08/2005,RE43268,RENAULT,TRAFIC,DIES,FGN,8,U1,0,27568,14,C,9,4,99,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,T,3,25000,15130,15257,2,1,04250,04037,Cantal,15,84,V,P,5,0.76,6,A,48,D,20/12/2024
"	
Groupe AXA",429 €,18257,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/08/1983,41,Célibataire,Fonctionnaire Défense/Intérieur,01/2019,Oui,,,Oui,2010,non,non,12/2014,,08/2005,RE43268,RENAULT,TRAFIC,DIES,FGN,8,U1,0,27568,14,C,9,4,99,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,T,3,25000,15130,15257,2,1,04250,04037,Cantal,15,84,V,P,5,0.76,6,A,48,D,20/12/2024
"	
MAAF Assurances",496 €,18257,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/08/1983,41,Célibataire,Fonctionnaire Défense/Intérieur,01/2019,Oui,,,Oui,2010,non,non,12/2014,,08/2005,RE43268,RENAULT,TRAFIC,DIES,FGN,8,U1,0,27568,14,C,9,4,99,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,T,3,25000,15130,15257,2,1,04250,04037,Cantal,15,84,V,P,5,0.76,6,A,48,D,20/12/2024
"	
Meilleurtaux Assurances",497 €,18257,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/08/1983,41,Célibataire,Fonctionnaire Défense/Intérieur,01/2019,Oui,,,Oui,2010,non,non,12/2014,,08/2005,RE43268,RENAULT,TRAFIC,DIES,FGN,8,U1,0,27568,14,C,9,4,99,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,T,3,25000,15130,15257,2,1,04250,04037,Cantal,15,84,V,P,5,0.76,6,A,48,D,20/12/2024
"	
MMA",512 €,18257,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/08/1983,41,Célibataire,Fonctionnaire Défense/Intérieur,01/2019,Oui,,,Oui,2010,non,non,12/2014,,08/2005,RE43268,RENAULT,TRAFIC,DIES,FGN,8,U1,0,27568,14,C,9,4,99,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,T,3,25000,15130,15257,2,1,04250,04037,Cantal,15,84,V,P,5,0.76,6,A,48,D,20/12/2024
"	
Groupe Allianz",669 €,18257,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/08/1983,41,Célibataire,Fonctionnaire Défense/Intérieur,01/2019,Oui,,,Oui,2010,non,non,12/2014,,08/2005,RE43268,RENAULT,TRAFIC,DIES,FGN,8,U1,0,27568,14,C,9,4,99,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,T,3,25000,15130,15257,2,1,04250,04037,Cantal,15,84,V,P,5,0.76,6,A,48,D,20/12/2024
"	
Groupe Admiral",696 €,18257,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/08/1983,41,Célibataire,Fonctionnaire Défense/Intérieur,01/2019,Oui,,,Oui,2010,non,non,12/2014,,08/2005,RE43268,RENAULT,TRAFIC,DIES,FGN,8,U1,0,27568,14,C,9,4,99,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,T,3,25000,15130,15257,2,1,04250,04037,Cantal,15,84,V,P,5,0.76,6,A,48,D,20/12/2024
"	
AMV",954 €,18257,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,27/08/1983,41,Célibataire,Fonctionnaire Défense/Intérieur,01/2019,Oui,,,Oui,2010,non,non,12/2014,,08/2005,RE43268,RENAULT,TRAFIC,DIES,FGN,8,U1,0,27568,14,C,9,4,99,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,T,3,25000,15130,15257,2,1,04250,04037,Cantal,15,84,V,P,5,0.76,6,A,48,D,20/12/2024
"	
Groupe AXA",1 029 €,18251,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,15/12/1996,28,Séparé(e),Profession libérale,01/2023,Non,,,Non,non,non,non,N/A,27/03/2025,11/2005,AU18365,AUDI,A4,CARB,BRK,8,M2,0,27910,13,F,7,9,99,10,5,12,4,,,,,,,,,,,,,,,,,,,,,,T,3,30000,12150,12270,2,1,12430,12284,Aveyron,12,76,C,P,1,0.95,0,E,34,E,20/12/2024
"	
ID MALUS",1 317 €,18251,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,15/12/1996,28,Séparé(e),Profession libérale,01/2023,Non,,,Non,non,non,non,N/A,27/03/2025,11/2005,AU18365,AUDI,A4,CARB,BRK,8,M2,0,27910,13,F,7,9,99,10,5,12,4,,,,,,,,,,,,,,,,,,,,,,T,3,30000,12150,12270,2,1,12430,12284,Aveyron,12,76,C,P,1,0.95,0,E,34,E,20/12/2024
"	
Groupe Admiral",1 686 €,18251,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,15/12/1996,28,Séparé(e),Profession libérale,01/2023,Non,,,Non,non,non,non,N/A,27/03/2025,11/2005,AU18365,AUDI,A4,CARB,BRK,8,M2,0,27910,13,F,7,9,99,10,5,12,4,,,,,,,,,,,,,,,,,,,,,,T,3,30000,12150,12270,2,1,12430,12284,Aveyron,12,76,C,P,1,0.95,0,E,34,E,20/12/2024
"	
GMF",2 473 €,18251,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,15/12/1996,28,Séparé(e),Profession libérale,01/2023,Non,,,Non,non,non,non,N/A,27/03/2025,11/2005,AU18365,AUDI,A4,CARB,BRK,8,M2,0,27910,13,F,7,9,99,10,5,12,4,,,,,,,,,,,,,,,,,,,,,,T,3,30000,12150,12270,2,1,12430,12284,Aveyron,12,76,C,P,1,0.95,0,E,34,E,20/12/2024
"	
Groupe AXA",356 €,18260,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,23/12/1993,30,Marié(e),Sans profession,01/2014,Non,23/04/1964,11/1985,Non,non,non,non,N/A,23/07/2025,08/2005,RE43486,RENAULT,TRAFIC,DIES,FGN,7,U1,0,25295,11,C,9,4,99,14,9,5,7,,,,,,,,,,,,,,,,,,,,,,C,3,20000,50810,50476,1,2,57670,57675,Manche,50,28,G,P,10,0.57,0,A,82,E,20/12/2024
"	
MMA",412 €,18260,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,23/12/1993,30,Marié(e),Sans profession,01/2014,Non,23/04/1964,11/1985,Non,non,non,non,N/A,23/07/2025,08/2005,RE43486,RENAULT,TRAFIC,DIES,FGN,7,U1,0,25295,11,C,9,4,99,14,9,5,7,,,,,,,,,,,,,,,,,,,,,,C,3,20000,50810,50476,1,2,57670,57675,Manche,50,28,G,P,10,0.57,0,A,82,E,20/12/2024
"	
MAAF Assurances",432 €,18260,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,23/12/1993,30,Marié(e),Sans profession,01/2014,Non,23/04/1964,11/1985,Non,non,non,non,N/A,23/07/2025,08/2005,RE43486,RENAULT,TRAFIC,DIES,FGN,7,U1,0,25295,11,C,9,4,99,14,9,5,7,,,,,,,,,,,,,,,,,,,,,,C,3,20000,50810,50476,1,2,57670,57675,Manche,50,28,G,P,10,0.57,0,A,82,E,20/12/2024
