Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
Groupe Admiral",307 €,16987,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,05/08/1998,26,Séparé(e),Salarié,12/2017,Non,,,Non,non,non,non,07/2019,,12/2005,CI36408,CITROEN,JUMPER,DIES,FGN,10,U2,0,34086,15,E,11,11,99,15,9,8,9,,,,,,,,,,,,,,,,,,,,,,D,3,30000,27210,27361,1,2,36800,36192,Eure,27,28,G,S,7,0.68,6,E,70,A,19/12/2024
"	
Meilleurtaux Assurances",352 €,16987,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,05/08/1998,26,Séparé(e),Salarié,12/2017,Non,,,Non,non,non,non,07/2019,,12/2005,CI36408,CITROEN,JUMPER,DIES,FGN,10,U2,0,34086,15,E,11,11,99,15,9,8,9,,,,,,,,,,,,,,,,,,,,,,D,3,30000,27210,27361,1,2,36800,36192,Eure,27,28,G,S,7,0.68,6,E,70,A,19/12/2024
"	
MAAF Assurances",361 €,16987,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,05/08/1998,26,Séparé(e),Salarié,12/2017,Non,,,Non,non,non,non,07/2019,,12/2005,CI36408,CITROEN,JUMPER,DIES,FGN,10,U2,0,34086,15,E,11,11,99,15,9,8,9,,,,,,,,,,,,,,,,,,,,,,D,3,30000,27210,27361,1,2,36800,36192,Eure,27,28,G,S,7,0.68,6,E,70,A,19/12/2024
"	
Groupe Allianz",381 €,16987,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,05/08/1998,26,Séparé(e),Salarié,12/2017,Non,,,Non,non,non,non,07/2019,,12/2005,CI36408,CITROEN,JUMPER,DIES,FGN,10,U2,0,34086,15,E,11,11,99,15,9,8,9,,,,,,,,,,,,,,,,,,,,,,D,3,30000,27210,27361,1,2,36800,36192,Eure,27,28,G,S,7,0.68,6,E,70,A,19/12/2024
"	
GMF",584 €,16987,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,05/08/1998,26,Séparé(e),Salarié,12/2017,Non,,,Non,non,non,non,07/2019,,12/2005,CI36408,CITROEN,JUMPER,DIES,FGN,10,U2,0,34086,15,E,11,11,99,15,9,8,9,,,,,,,,,,,,,,,,,,,,,,D,3,30000,27210,27361,1,2,36800,36192,Eure,27,28,G,S,7,0.68,6,E,70,A,19/12/2024
"	
Groupe Vilavi",590 €,16987,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,05/08/1998,26,Séparé(e),Salarié,12/2017,Non,,,Non,non,non,non,07/2019,,12/2005,CI36408,CITROEN,JUMPER,DIES,FGN,10,U2,0,34086,15,E,11,11,99,15,9,8,9,,,,,,,,,,,,,,,,,,,,,,D,3,30000,27210,27361,1,2,36800,36192,Eure,27,28,G,S,7,0.68,6,E,70,A,19/12/2024
"	
Groupe AXA",603 €,16987,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,05/08/1998,26,Séparé(e),Salarié,12/2017,Non,,,Non,non,non,non,07/2019,,12/2005,CI36408,CITROEN,JUMPER,DIES,FGN,10,U2,0,34086,15,E,11,11,99,15,9,8,9,,,,,,,,,,,,,,,,,,,,,,D,3,30000,27210,27361,1,2,36800,36192,Eure,27,28,G,S,7,0.68,6,E,70,A,19/12/2024
"	
Groupe Vilavi",629 €,16987,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,05/08/1998,26,Séparé(e),Salarié,12/2017,Non,,,Non,non,non,non,07/2019,,12/2005,CI36408,CITROEN,JUMPER,DIES,FGN,10,U2,0,34086,15,E,11,11,99,15,9,8,9,,,,,,,,,,,,,,,,,,,,,,D,3,30000,27210,27361,1,2,36800,36192,Eure,27,28,G,S,7,0.68,6,E,70,A,19/12/2024
"	
AMV",738 €,16987,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,05/08/1998,26,Séparé(e),Salarié,12/2017,Non,,,Non,non,non,non,07/2019,,12/2005,CI36408,CITROEN,JUMPER,DIES,FGN,10,U2,0,34086,15,E,11,11,99,15,9,8,9,,,,,,,,,,,,,,,,,,,,,,D,3,30000,27210,27361,1,2,36800,36192,Eure,27,28,G,S,7,0.68,6,E,70,A,19/12/2024
"	
Groupe AXA",228 €,16990,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,20/08/1987,37,Concubin(e) / vie maritale,Fonctionnaire hospitalier,08/2016,Non,28/01/1944,03/1996,Oui,2002,2021,2008,05/2020,,11/2019,CI37314,CITROEN,JUMPY,DIES,CBC,5,U1,0,27750,10,D,8,7,99,15,7,5,5,,,,,,,,,,,,,,,,,,,,,,T,3,20000,68740,68041,1,2,67230,67545,Haut-Rhin,68,44,P,P,8,0.64,4,A,69,A,19/12/2024
"	
GMF",260 €,16990,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,20/08/1987,37,Concubin(e) / vie maritale,Fonctionnaire hospitalier,08/2016,Non,28/01/1944,03/1996,Oui,2002,2021,2008,05/2020,,11/2019,CI37314,CITROEN,JUMPY,DIES,CBC,5,U1,0,27750,10,D,8,7,99,15,7,5,5,,,,,,,,,,,,,,,,,,,,,,T,3,20000,68740,68041,1,2,67230,67545,Haut-Rhin,68,44,P,P,8,0.64,4,A,69,A,19/12/2024
"	
Meilleurtaux Assurances",263 €,16990,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,20/08/1987,37,Concubin(e) / vie maritale,Fonctionnaire hospitalier,08/2016,Non,28/01/1944,03/1996,Oui,2002,2021,2008,05/2020,,11/2019,CI37314,CITROEN,JUMPY,DIES,CBC,5,U1,0,27750,10,D,8,7,99,15,7,5,5,,,,,,,,,,,,,,,,,,,,,,T,3,20000,68740,68041,1,2,67230,67545,Haut-Rhin,68,44,P,P,8,0.64,4,A,69,A,19/12/2024
"	
MAAF Assurances",337 €,16990,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,20/08/1987,37,Concubin(e) / vie maritale,Fonctionnaire hospitalier,08/2016,Non,28/01/1944,03/1996,Oui,2002,2021,2008,05/2020,,11/2019,CI37314,CITROEN,JUMPY,DIES,CBC,5,U1,0,27750,10,D,8,7,99,15,7,5,5,,,,,,,,,,,,,,,,,,,,,,T,3,20000,68740,68041,1,2,67230,67545,Haut-Rhin,68,44,P,P,8,0.64,4,A,69,A,19/12/2024
"	
MMA",343 €,16990,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,20/08/1987,37,Concubin(e) / vie maritale,Fonctionnaire hospitalier,08/2016,Non,28/01/1944,03/1996,Oui,2002,2021,2008,05/2020,,11/2019,CI37314,CITROEN,JUMPY,DIES,CBC,5,U1,0,27750,10,D,8,7,99,15,7,5,5,,,,,,,,,,,,,,,,,,,,,,T,3,20000,68740,68041,1,2,67230,67545,Haut-Rhin,68,44,P,P,8,0.64,4,A,69,A,19/12/2024
"	
Abeille Assurances",384 €,16990,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,20/08/1987,37,Concubin(e) / vie maritale,Fonctionnaire hospitalier,08/2016,Non,28/01/1944,03/1996,Oui,2002,2021,2008,05/2020,,11/2019,CI37314,CITROEN,JUMPY,DIES,CBC,5,U1,0,27750,10,D,8,7,99,15,7,5,5,,,,,,,,,,,,,,,,,,,,,,T,3,20000,68740,68041,1,2,67230,67545,Haut-Rhin,68,44,P,P,8,0.64,4,A,69,A,19/12/2024
"	
AMV",406 €,16990,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,20/08/1987,37,Concubin(e) / vie maritale,Fonctionnaire hospitalier,08/2016,Non,28/01/1944,03/1996,Oui,2002,2021,2008,05/2020,,11/2019,CI37314,CITROEN,JUMPY,DIES,CBC,5,U1,0,27750,10,D,8,7,99,15,7,5,5,,,,,,,,,,,,,,,,,,,,,,T,3,20000,68740,68041,1,2,67230,67545,Haut-Rhin,68,44,P,P,8,0.64,4,A,69,A,19/12/2024
"	
Groupe Admiral",415 €,16990,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,20/08/1987,37,Concubin(e) / vie maritale,Fonctionnaire hospitalier,08/2016,Non,28/01/1944,03/1996,Oui,2002,2021,2008,05/2020,,11/2019,CI37314,CITROEN,JUMPY,DIES,CBC,5,U1,0,27750,10,D,8,7,99,15,7,5,5,,,,,,,,,,,,,,,,,,,,,,T,3,20000,68740,68041,1,2,67230,67545,Haut-Rhin,68,44,P,P,8,0.64,4,A,69,A,19/12/2024
"	
Groupe Allianz",448 €,16990,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,20/08/1987,37,Concubin(e) / vie maritale,Fonctionnaire hospitalier,08/2016,Non,28/01/1944,03/1996,Oui,2002,2021,2008,05/2020,,11/2019,CI37314,CITROEN,JUMPY,DIES,CBC,5,U1,0,27750,10,D,8,7,99,15,7,5,5,,,,,,,,,,,,,,,,,,,,,,T,3,20000,68740,68041,1,2,67230,67545,Haut-Rhin,68,44,P,P,8,0.64,4,A,69,A,19/12/2024
