Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
MAAF Assurances",629 €,16240,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,07/09/2003,21,Veuf(ve),Salarié Cadre,04/2022,Non,,,Non,non,non,non,05/2024,,12/2005,CI36158,CITROEN,JUMPER,DIES,FGN,9,U2,0,28524,14,D,11,9,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,C,3,20000,66650,66016,1,2,52160,52138,Pyrénées-Orientales,66,76,C,P,2,0.9,0,A,71,C,18/12/2024
"	
Groupe AXA",906 €,16240,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,07/09/2003,21,Veuf(ve),Salarié Cadre,04/2022,Non,,,Non,non,non,non,05/2024,,12/2005,CI36158,CITROEN,JUMPER,DIES,FGN,9,U2,0,28524,14,D,11,9,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,C,3,20000,66650,66016,1,2,52160,52138,Pyrénées-Orientales,66,76,C,P,2,0.9,0,A,71,C,18/12/2024
"	
MMA",1 047 €,16240,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,07/09/2003,21,Veuf(ve),Salarié Cadre,04/2022,Non,,,Non,non,non,non,05/2024,,12/2005,CI36158,CITROEN,JUMPER,DIES,FGN,9,U2,0,28524,14,D,11,9,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,C,3,20000,66650,66016,1,2,52160,52138,Pyrénées-Orientales,66,76,C,P,2,0.9,0,A,71,C,18/12/2024
"	
Groupe Vilavi",1 068 €,16240,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,07/09/2003,21,Veuf(ve),Salarié Cadre,04/2022,Non,,,Non,non,non,non,05/2024,,12/2005,CI36158,CITROEN,JUMPER,DIES,FGN,9,U2,0,28524,14,D,11,9,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,C,3,20000,66650,66016,1,2,52160,52138,Pyrénées-Orientales,66,76,C,P,2,0.9,0,A,71,C,18/12/2024
"	
Groupe Vilavi",1 093 €,16240,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,07/09/2003,21,Veuf(ve),Salarié Cadre,04/2022,Non,,,Non,non,non,non,05/2024,,12/2005,CI36158,CITROEN,JUMPER,DIES,FGN,9,U2,0,28524,14,D,11,9,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,C,3,20000,66650,66016,1,2,52160,52138,Pyrénées-Orientales,66,76,C,P,2,0.9,0,A,71,C,18/12/2024
"	
Active Assurances",1 113 €,16240,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,07/09/2003,21,Veuf(ve),Salarié Cadre,04/2022,Non,,,Non,non,non,non,05/2024,,12/2005,CI36158,CITROEN,JUMPER,DIES,FGN,9,U2,0,28524,14,D,11,9,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,C,3,20000,66650,66016,1,2,52160,52138,Pyrénées-Orientales,66,76,C,P,2,0.9,0,A,71,C,18/12/2024
"	
Groupe Admiral",1 287 €,16240,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,07/09/2003,21,Veuf(ve),Salarié Cadre,04/2022,Non,,,Non,non,non,non,05/2024,,12/2005,CI36158,CITROEN,JUMPER,DIES,FGN,9,U2,0,28524,14,D,11,9,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,C,3,20000,66650,66016,1,2,52160,52138,Pyrénées-Orientales,66,76,C,P,2,0.9,0,A,71,C,18/12/2024
"	
GMF",1 325 €,16240,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,07/09/2003,21,Veuf(ve),Salarié Cadre,04/2022,Non,,,Non,non,non,non,05/2024,,12/2005,CI36158,CITROEN,JUMPER,DIES,FGN,9,U2,0,28524,14,D,11,9,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,C,3,20000,66650,66016,1,2,52160,52138,Pyrénées-Orientales,66,76,C,P,2,0.9,0,A,71,C,18/12/2024
"	
SOS Malus",912 €,16236,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,04/08/1990,34,Pacsé(e),Retraité,06/2022,Oui,28/06/1936,01/2008,Non,non,non,non,01/2023,,12/2005,BM59184,BMW,SERIE 3,DIES,CPE,19,M2,0,53650,16,J,12,13,99,6,8,14,7,,,,,,,,,,,,,,,,,,,,,,L,1,10000,46700,46130,2,1,25190,25426,Lot,46,76,P,P,2,0.9,1,E,45,D,18/12/2024
"	
MAAF Assurances",1 019 €,16236,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,04/08/1990,34,Pacsé(e),Retraité,06/2022,Oui,28/06/1936,01/2008,Non,non,non,non,01/2023,,12/2005,BM59184,BMW,SERIE 3,DIES,CPE,19,M2,0,53650,16,J,12,13,99,6,8,14,7,,,,,,,,,,,,,,,,,,,,,,L,1,10000,46700,46130,2,1,25190,25426,Lot,46,76,P,P,2,0.9,1,E,45,D,18/12/2024
"	
GMF",1 268 €,16236,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,04/08/1990,34,Pacsé(e),Retraité,06/2022,Oui,28/06/1936,01/2008,Non,non,non,non,01/2023,,12/2005,BM59184,BMW,SERIE 3,DIES,CPE,19,M2,0,53650,16,J,12,13,99,6,8,14,7,,,,,,,,,,,,,,,,,,,,,,L,1,10000,46700,46130,2,1,25190,25426,Lot,46,76,P,P,2,0.9,1,E,45,D,18/12/2024
"	
MMA",208 €,16232,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,24/08/1990,34,Divorcé(e),Sans profession,10/2017,Oui,,,Non,non,non,non,N/A,26/02/2025,03/2000,PE30020,PEUGEOT,206,CARB,FTE,6,B2,0,9666,10,A,3,6,99,3,4,3,7,,,,,,,,,,,,,,,,,,,,,,T,2,10000,53170,53009,1,2,65220,65423,Mayenne,53,52,P,P,7,0.68,0,E,71,A,18/12/2024
"	
Active Assurances",221 €,16232,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,24/08/1990,34,Divorcé(e),Sans profession,10/2017,Oui,,,Non,non,non,non,N/A,26/02/2025,03/2000,PE30020,PEUGEOT,206,CARB,FTE,6,B2,0,9666,10,A,3,6,99,3,4,3,7,,,,,,,,,,,,,,,,,,,,,,T,2,10000,53170,53009,1,2,65220,65423,Mayenne,53,52,P,P,7,0.68,0,E,71,A,18/12/2024
"	
GMF",260 €,16232,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,24/08/1990,34,Divorcé(e),Sans profession,10/2017,Oui,,,Non,non,non,non,N/A,26/02/2025,03/2000,PE30020,PEUGEOT,206,CARB,FTE,6,B2,0,9666,10,A,3,6,99,3,4,3,7,,,,,,,,,,,,,,,,,,,,,,T,2,10000,53170,53009,1,2,65220,65423,Mayenne,53,52,P,P,7,0.68,0,E,71,A,18/12/2024
"	
MAAF Assurances",293 €,16232,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,24/08/1990,34,Divorcé(e),Sans profession,10/2017,Oui,,,Non,non,non,non,N/A,26/02/2025,03/2000,PE30020,PEUGEOT,206,CARB,FTE,6,B2,0,9666,10,A,3,6,99,3,4,3,7,,,,,,,,,,,,,,,,,,,,,,T,2,10000,53170,53009,1,2,65220,65423,Mayenne,53,52,P,P,7,0.68,0,E,71,A,18/12/2024
"	
Groupe Admiral",297 €,16232,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,24/08/1990,34,Divorcé(e),Sans profession,10/2017,Oui,,,Non,non,non,non,N/A,26/02/2025,03/2000,PE30020,PEUGEOT,206,CARB,FTE,6,B2,0,9666,10,A,3,6,99,3,4,3,7,,,,,,,,,,,,,,,,,,,,,,T,2,10000,53170,53009,1,2,65220,65423,Mayenne,53,52,P,P,7,0.68,0,E,71,A,18/12/2024
"	
Abeille Assurances",304 €,16232,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,24/08/1990,34,Divorcé(e),Sans profession,10/2017,Oui,,,Non,non,non,non,N/A,26/02/2025,03/2000,PE30020,PEUGEOT,206,CARB,FTE,6,B2,0,9666,10,A,3,6,99,3,4,3,7,,,,,,,,,,,,,,,,,,,,,,T,2,10000,53170,53009,1,2,65220,65423,Mayenne,53,52,P,P,7,0.68,0,E,71,A,18/12/2024
"	
Groupe AXA",310 €,16232,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,24/08/1990,34,Divorcé(e),Sans profession,10/2017,Oui,,,Non,non,non,non,N/A,26/02/2025,03/2000,PE30020,PEUGEOT,206,CARB,FTE,6,B2,0,9666,10,A,3,6,99,3,4,3,7,,,,,,,,,,,,,,,,,,,,,,T,2,10000,53170,53009,1,2,65220,65423,Mayenne,53,52,P,P,7,0.68,0,E,71,A,18/12/2024
"	
Groupe Allianz",311 €,16232,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,24/08/1990,34,Divorcé(e),Sans profession,10/2017,Oui,,,Non,non,non,non,N/A,26/02/2025,03/2000,PE30020,PEUGEOT,206,CARB,FTE,6,B2,0,9666,10,A,3,6,99,3,4,3,7,,,,,,,,,,,,,,,,,,,,,,T,2,10000,53170,53009,1,2,65220,65423,Mayenne,53,52,P,P,7,0.68,0,E,71,A,18/12/2024
"	
AMV",340 €,16232,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,24/08/1990,34,Divorcé(e),Sans profession,10/2017,Oui,,,Non,non,non,non,N/A,26/02/2025,03/2000,PE30020,PEUGEOT,206,CARB,FTE,6,B2,0,9666,10,A,3,6,99,3,4,3,7,,,,,,,,,,,,,,,,,,,,,,T,2,10000,53170,53009,1,2,65220,65423,Mayenne,53,52,P,P,7,0.68,0,E,71,A,18/12/2024
"	
Groupe Vilavi",353 €,16232,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,24/08/1990,34,Divorcé(e),Sans profession,10/2017,Oui,,,Non,non,non,non,N/A,26/02/2025,03/2000,PE30020,PEUGEOT,206,CARB,FTE,6,B2,0,9666,10,A,3,6,99,3,4,3,7,,,,,,,,,,,,,,,,,,,,,,T,2,10000,53170,53009,1,2,65220,65423,Mayenne,53,52,P,P,7,0.68,0,E,71,A,18/12/2024
"	
Groupe Vilavi",392 €,16232,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,24/08/1990,34,Divorcé(e),Sans profession,10/2017,Oui,,,Non,non,non,non,N/A,26/02/2025,03/2000,PE30020,PEUGEOT,206,CARB,FTE,6,B2,0,9666,10,A,3,6,99,3,4,3,7,,,,,,,,,,,,,,,,,,,,,,T,2,10000,53170,53009,1,2,65220,65423,Mayenne,53,52,P,P,7,0.68,0,E,71,A,18/12/2024
"	
Groupe AXA",585 €,16241,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,28/03/2003,21,Concubin(e) / vie maritale,Commerçant,02/2024,Non,09/10/1925,,Non,non,non,non,N/A,16/04/2025,02/2022,KA23124,KIA,CEED III,CARB,BER,0,M1,1,37590,14,F,8,12,99,7,4,6,3,,,,,,,,,,,,,,,,,,,,,,L,1,2000,09400,09058,1,2,24320,24038,Ariège,09,76,G,P,0,1,0,A,34,A,18/12/2024
"	
Groupe Admiral",715 €,16241,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,28/03/2003,21,Concubin(e) / vie maritale,Commerçant,02/2024,Non,09/10/1925,,Non,non,non,non,N/A,16/04/2025,02/2022,KA23124,KIA,CEED III,CARB,BER,0,M1,1,37590,14,F,8,12,99,7,4,6,3,,,,,,,,,,,,,,,,,,,,,,L,1,2000,09400,09058,1,2,24320,24038,Ariège,09,76,G,P,0,1,0,A,34,A,18/12/2024
"	
Assurpeople.com",1 002 €,16241,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,28/03/2003,21,Concubin(e) / vie maritale,Commerçant,02/2024,Non,09/10/1925,,Non,non,non,non,N/A,16/04/2025,02/2022,KA23124,KIA,CEED III,CARB,BER,0,M1,1,37590,14,F,8,12,99,7,4,6,3,,,,,,,,,,,,,,,,,,,,,,L,1,2000,09400,09058,1,2,24320,24038,Ariège,09,76,G,P,0,1,0,A,34,A,18/12/2024
"	
Active Assurances",1 286 €,16241,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,28/03/2003,21,Concubin(e) / vie maritale,Commerçant,02/2024,Non,09/10/1925,,Non,non,non,non,N/A,16/04/2025,02/2022,KA23124,KIA,CEED III,CARB,BER,0,M1,1,37590,14,F,8,12,99,7,4,6,3,,,,,,,,,,,,,,,,,,,,,,L,1,2000,09400,09058,1,2,24320,24038,Ariège,09,76,G,P,0,1,0,A,34,A,18/12/2024
"	
GMF",1 546 €,16241,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,28/03/2003,21,Concubin(e) / vie maritale,Commerçant,02/2024,Non,09/10/1925,,Non,non,non,non,N/A,16/04/2025,02/2022,KA23124,KIA,CEED III,CARB,BER,0,M1,1,37590,14,F,8,12,99,7,4,6,3,,,,,,,,,,,,,,,,,,,,,,L,1,2000,09400,09058,1,2,24320,24038,Ariège,09,76,G,P,0,1,0,A,34,A,18/12/2024
"	
Groupe AXA",250 €,16255,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,16/11/1983,41,Marié(e),Fonctionnaire autre,08/2010,Non,16/10/1961,07/1989,Oui,2002,2013,non,08/2021,,08/2005,RE43146,RENAULT,TRAFIC,CARB,PCB,10,U1,0,21229,14,C,6,6,99,16,6,5,7,,,,,,,,,,,,,,,,,,,,,,L,1,2000,63160,63040,2,1,63490,63423,Puy-de-Dôme,63,84,P,P,14,10,3,A,22,E,18/12/2024
"	
MMA",283 €,16255,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,16/11/1983,41,Marié(e),Fonctionnaire autre,08/2010,Non,16/10/1961,07/1989,Oui,2002,2013,non,08/2021,,08/2005,RE43146,RENAULT,TRAFIC,CARB,PCB,10,U1,0,21229,14,C,6,6,99,16,6,5,7,,,,,,,,,,,,,,,,,,,,,,L,1,2000,63160,63040,2,1,63490,63423,Puy-de-Dôme,63,84,P,P,14,10,3,A,22,E,18/12/2024
"	
GMF",372 €,16255,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,16/11/1983,41,Marié(e),Fonctionnaire autre,08/2010,Non,16/10/1961,07/1989,Oui,2002,2013,non,08/2021,,08/2005,RE43146,RENAULT,TRAFIC,CARB,PCB,10,U1,0,21229,14,C,6,6,99,16,6,5,7,,,,,,,,,,,,,,,,,,,,,,L,1,2000,63160,63040,2,1,63490,63423,Puy-de-Dôme,63,84,P,P,14,10,3,A,22,E,18/12/2024
"	
MAAF Assurances",440 €,16255,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,16/11/1983,41,Marié(e),Fonctionnaire autre,08/2010,Non,16/10/1961,07/1989,Oui,2002,2013,non,08/2021,,08/2005,RE43146,RENAULT,TRAFIC,CARB,PCB,10,U1,0,21229,14,C,6,6,99,16,6,5,7,,,,,,,,,,,,,,,,,,,,,,L,1,2000,63160,63040,2,1,63490,63423,Puy-de-Dôme,63,84,P,P,14,10,3,A,22,E,18/12/2024
"	
Groupe Allianz",612 €,16255,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,16/11/1983,41,Marié(e),Fonctionnaire autre,08/2010,Non,16/10/1961,07/1989,Oui,2002,2013,non,08/2021,,08/2005,RE43146,RENAULT,TRAFIC,CARB,PCB,10,U1,0,21229,14,C,6,6,99,16,6,5,7,,,,,,,,,,,,,,,,,,,,,,L,1,2000,63160,63040,2,1,63490,63423,Puy-de-Dôme,63,84,P,P,14,10,3,A,22,E,18/12/2024
"	
Groupe Admiral",736 €,16255,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,16/11/1983,41,Marié(e),Fonctionnaire autre,08/2010,Non,16/10/1961,07/1989,Oui,2002,2013,non,08/2021,,08/2005,RE43146,RENAULT,TRAFIC,CARB,PCB,10,U1,0,21229,14,C,6,6,99,16,6,5,7,,,,,,,,,,,,,,,,,,,,,,L,1,2000,63160,63040,2,1,63490,63423,Puy-de-Dôme,63,84,P,P,14,10,3,A,22,E,18/12/2024
"	
MMA",248 €,16250,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,03/11/1967,57,Séparé(e),Salarié,12/2001,Non,,,Oui,2023,non,non,09/2018,,11/2016,VW01297,VOLKSWAGEN,CADDY,DIES,LSP,4,M1,1,21250,7,C,12,6,99,8,4,4,1,,,,,,,,,,,,,,,,,,,,,,L,2,10000,34260,34019,1,2,43100,43105,Hérault,34,76,G,P,23,100,6,A,85,E,18/12/2024
"	
MAAF Assurances",349 €,16250,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,03/11/1967,57,Séparé(e),Salarié,12/2001,Non,,,Oui,2023,non,non,09/2018,,11/2016,VW01297,VOLKSWAGEN,CADDY,DIES,LSP,4,M1,1,21250,7,C,12,6,99,8,4,4,1,,,,,,,,,,,,,,,,,,,,,,L,2,10000,34260,34019,1,2,43100,43105,Hérault,34,76,G,P,23,100,6,A,85,E,18/12/2024
"	
GMF",367 €,16250,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,03/11/1967,57,Séparé(e),Salarié,12/2001,Non,,,Oui,2023,non,non,09/2018,,11/2016,VW01297,VOLKSWAGEN,CADDY,DIES,LSP,4,M1,1,21250,7,C,12,6,99,8,4,4,1,,,,,,,,,,,,,,,,,,,,,,L,2,10000,34260,34019,1,2,43100,43105,Hérault,34,76,G,P,23,100,6,A,85,E,18/12/2024
"	
Abeille Assurances",389 €,16250,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,03/11/1967,57,Séparé(e),Salarié,12/2001,Non,,,Oui,2023,non,non,09/2018,,11/2016,VW01297,VOLKSWAGEN,CADDY,DIES,LSP,4,M1,1,21250,7,C,12,6,99,8,4,4,1,,,,,,,,,,,,,,,,,,,,,,L,2,10000,34260,34019,1,2,43100,43105,Hérault,34,76,G,P,23,100,6,A,85,E,18/12/2024
