Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
MAAF Assurances",698 €,16032,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,22/02/2000,24,Concubin(e) / vie maritale,Retraité,01/2021,Non,20/08/1986,10/2014,Non,non,non,non,N/A,18/04/2025,08/2005,RE50151,RENAULT,TWINGO,GPL,CLE,7,B1,1,12080,8,A,2,1,99,4,9,4,10,FIAT,DUCATO,DIES,FGN,7,FI28AK8,54432,15,J,180,U2,17,9,7,10,0,10,12,11,11,99,C,3,25000,42120,42071,1,2,43230,43063,Loire,42,84,G,P,3,0.85,0,A,79,C,16/12/2024
"	
Groupe Admiral",866 €,16032,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,22/02/2000,24,Concubin(e) / vie maritale,Retraité,01/2021,Non,20/08/1986,10/2014,Non,non,non,non,N/A,18/04/2025,08/2005,RE50151,RENAULT,TWINGO,GPL,CLE,7,B1,1,12080,8,A,2,1,99,4,9,4,10,FIAT,DUCATO,DIES,FGN,7,FI28AK8,54432,15,J,180,U2,17,9,7,10,0,10,12,11,11,99,C,3,25000,42120,42071,1,2,43230,43063,Loire,42,84,G,P,3,0.85,0,A,79,C,16/12/2024
"	
Groupe AXA",911 €,16032,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,22/02/2000,24,Concubin(e) / vie maritale,Retraité,01/2021,Non,20/08/1986,10/2014,Non,non,non,non,N/A,18/04/2025,08/2005,RE50151,RENAULT,TWINGO,GPL,CLE,7,B1,1,12080,8,A,2,1,99,4,9,4,10,FIAT,DUCATO,DIES,FGN,7,FI28AK8,54432,15,J,180,U2,17,9,7,10,0,10,12,11,11,99,C,3,25000,42120,42071,1,2,43230,43063,Loire,42,84,G,P,3,0.85,0,A,79,C,16/12/2024
"	
SOS Malus",1 127 €,16032,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,22/02/2000,24,Concubin(e) / vie maritale,Retraité,01/2021,Non,20/08/1986,10/2014,Non,non,non,non,N/A,18/04/2025,08/2005,RE50151,RENAULT,TWINGO,GPL,CLE,7,B1,1,12080,8,A,2,1,99,4,9,4,10,FIAT,DUCATO,DIES,FGN,7,FI28AK8,54432,15,J,180,U2,17,9,7,10,0,10,12,11,11,99,C,3,25000,42120,42071,1,2,43230,43063,Loire,42,84,G,P,3,0.85,0,A,79,C,16/12/2024
"	
MMA",1 205 €,16032,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,22/02/2000,24,Concubin(e) / vie maritale,Retraité,01/2021,Non,20/08/1986,10/2014,Non,non,non,non,N/A,18/04/2025,08/2005,RE50151,RENAULT,TWINGO,GPL,CLE,7,B1,1,12080,8,A,2,1,99,4,9,4,10,FIAT,DUCATO,DIES,FGN,7,FI28AK8,54432,15,J,180,U2,17,9,7,10,0,10,12,11,11,99,C,3,25000,42120,42071,1,2,43230,43063,Loire,42,84,G,P,3,0.85,0,A,79,C,16/12/2024
"	
GMF",1 317 €,16032,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,22/02/2000,24,Concubin(e) / vie maritale,Retraité,01/2021,Non,20/08/1986,10/2014,Non,non,non,non,N/A,18/04/2025,08/2005,RE50151,RENAULT,TWINGO,GPL,CLE,7,B1,1,12080,8,A,2,1,99,4,9,4,10,FIAT,DUCATO,DIES,FGN,7,FI28AK8,54432,15,J,180,U2,17,9,7,10,0,10,12,11,11,99,C,3,25000,42120,42071,1,2,43230,43063,Loire,42,84,G,P,3,0.85,0,A,79,C,16/12/2024
"	
Active Assurances",1 428 €,16032,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,22/02/2000,24,Concubin(e) / vie maritale,Retraité,01/2021,Non,20/08/1986,10/2014,Non,non,non,non,N/A,18/04/2025,08/2005,RE50151,RENAULT,TWINGO,GPL,CLE,7,B1,1,12080,8,A,2,1,99,4,9,4,10,FIAT,DUCATO,DIES,FGN,7,FI28AK8,54432,15,J,180,U2,17,9,7,10,0,10,12,11,11,99,C,3,25000,42120,42071,1,2,43230,43063,Loire,42,84,G,P,3,0.85,0,A,79,C,16/12/2024
"	
Groupe Allianz",2 047 €,16032,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,22/02/2000,24,Concubin(e) / vie maritale,Retraité,01/2021,Non,20/08/1986,10/2014,Non,non,non,non,N/A,18/04/2025,08/2005,RE50151,RENAULT,TWINGO,GPL,CLE,7,B1,1,12080,8,A,2,1,99,4,9,4,10,FIAT,DUCATO,DIES,FGN,7,FI28AK8,54432,15,J,180,U2,17,9,7,10,0,10,12,11,11,99,C,3,25000,42120,42071,1,2,43230,43063,Loire,42,84,G,P,3,0.85,0,A,79,C,16/12/2024
"	
Groupe Vilavi",2 361 €,16032,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,22/02/2000,24,Concubin(e) / vie maritale,Retraité,01/2021,Non,20/08/1986,10/2014,Non,non,non,non,N/A,18/04/2025,08/2005,RE50151,RENAULT,TWINGO,GPL,CLE,7,B1,1,12080,8,A,2,1,99,4,9,4,10,FIAT,DUCATO,DIES,FGN,7,FI28AK8,54432,15,J,180,U2,17,9,7,10,0,10,12,11,11,99,C,3,25000,42120,42071,1,2,43230,43063,Loire,42,84,G,P,3,0.85,0,A,79,C,16/12/2024
"	
Groupe Vilavi",2 402 €,16032,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,22/02/2000,24,Concubin(e) / vie maritale,Retraité,01/2021,Non,20/08/1986,10/2014,Non,non,non,non,N/A,18/04/2025,08/2005,RE50151,RENAULT,TWINGO,GPL,CLE,7,B1,1,12080,8,A,2,1,99,4,9,4,10,FIAT,DUCATO,DIES,FGN,7,FI28AK8,54432,15,J,180,U2,17,9,7,10,0,10,12,11,11,99,C,3,25000,42120,42071,1,2,43230,43063,Loire,42,84,G,P,3,0.85,0,A,79,C,16/12/2024
"	
SOS Malus",768 €,16033,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/08/1990,34,Célibataire,Salarié,04/2021,Non,,,Non,non,non,non,12/2023,,07/2005,RE64067,RENAULT,ESPACE IV,DIES,MSP,9,H1,0,36300,12,E,11,12,99,12,5,9,4,,,,,,,,,,,,,,,,,,,,,,D,2,20000,25470,25458,2,2,20234,2B321,Doubs,25,27,J,P,3,0.85,1,E,81,C,16/12/2024
"	
GMF",885 €,16033,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/08/1990,34,Célibataire,Salarié,04/2021,Non,,,Non,non,non,non,12/2023,,07/2005,RE64067,RENAULT,ESPACE IV,DIES,MSP,9,H1,0,36300,12,E,11,12,99,12,5,9,4,,,,,,,,,,,,,,,,,,,,,,D,2,20000,25470,25458,2,2,20234,2B321,Doubs,25,27,J,P,3,0.85,1,E,81,C,16/12/2024
"	
Groupe Allianz",1 036 €,16033,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/08/1990,34,Célibataire,Salarié,04/2021,Non,,,Non,non,non,non,12/2023,,07/2005,RE64067,RENAULT,ESPACE IV,DIES,MSP,9,H1,0,36300,12,E,11,12,99,12,5,9,4,,,,,,,,,,,,,,,,,,,,,,D,2,20000,25470,25458,2,2,20234,2B321,Doubs,25,27,J,P,3,0.85,1,E,81,C,16/12/2024
