Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
Assurpeople.com",1 692 €,2001,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,15/09/2002,22,Séparé(e),Agriculteur,05/2024,Non,,,Non,non,non,non,07/2018,,08/2005,RE43313,RENAULT,TRAFIC,DIES,FGN,8,U1,0,28524,14,D,9,4,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,C,3,20000,71390,71201,2,2,67240,67450,Saône-et-Loire,71,27,J,P,0,1,6,E,85,C,17/09/2024
"	
Groupe Admiral",1 863 €,2001,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,15/09/2002,22,Séparé(e),Agriculteur,05/2024,Non,,,Non,non,non,non,07/2018,,08/2005,RE43313,RENAULT,TRAFIC,DIES,FGN,8,U1,0,28524,14,D,9,4,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,C,3,20000,71390,71201,2,2,67240,67450,Saône-et-Loire,71,27,J,P,0,1,6,E,85,C,17/09/2024
"	
GMF",2 906 €,2001,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,15/09/2002,22,Séparé(e),Agriculteur,05/2024,Non,,,Non,non,non,non,07/2018,,08/2005,RE43313,RENAULT,TRAFIC,DIES,FGN,8,U1,0,28524,14,D,9,4,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,C,3,20000,71390,71201,2,2,67240,67450,Saône-et-Loire,71,27,J,P,0,1,6,E,85,C,17/09/2024
"	
Abeille Assurances",176 €,2003,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,01/01/1995,29,Concubin(e) / vie maritale,Commerçant,03/2016,Non,12/11/1940,10/1966,Non,non,non,non,N/A,24/01/2025,03/2000,RE53446,RENAULT,MEGANE,CARB,CAB,7,M1,0,19818,13,D,6,11,99,8,6,9,5,,,,,,,,,,,,,,,,,,,,,,C,1,5000,28170,28393,1,2,33160,33376,Eure-et-Loir,28,24,G,P,8,0.64,0,A,77,A,17/09/2024
"	
Groupe Admiral",236 €,2003,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,01/01/1995,29,Concubin(e) / vie maritale,Commerçant,03/2016,Non,12/11/1940,10/1966,Non,non,non,non,N/A,24/01/2025,03/2000,RE53446,RENAULT,MEGANE,CARB,CAB,7,M1,0,19818,13,D,6,11,99,8,6,9,5,,,,,,,,,,,,,,,,,,,,,,C,1,5000,28170,28393,1,2,33160,33376,Eure-et-Loir,28,24,G,P,8,0.64,0,A,77,A,17/09/2024
"	
Groupe AXA",254 €,2003,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,01/01/1995,29,Concubin(e) / vie maritale,Commerçant,03/2016,Non,12/11/1940,10/1966,Non,non,non,non,N/A,24/01/2025,03/2000,RE53446,RENAULT,MEGANE,CARB,CAB,7,M1,0,19818,13,D,6,11,99,8,6,9,5,,,,,,,,,,,,,,,,,,,,,,C,1,5000,28170,28393,1,2,33160,33376,Eure-et-Loir,28,24,G,P,8,0.64,0,A,77,A,17/09/2024
"	
MAAF Assurances",272 €,2003,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,01/01/1995,29,Concubin(e) / vie maritale,Commerçant,03/2016,Non,12/11/1940,10/1966,Non,non,non,non,N/A,24/01/2025,03/2000,RE53446,RENAULT,MEGANE,CARB,CAB,7,M1,0,19818,13,D,6,11,99,8,6,9,5,,,,,,,,,,,,,,,,,,,,,,C,1,5000,28170,28393,1,2,33160,33376,Eure-et-Loir,28,24,G,P,8,0.64,0,A,77,A,17/09/2024
"	
MMA",281 €,2003,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,01/01/1995,29,Concubin(e) / vie maritale,Commerçant,03/2016,Non,12/11/1940,10/1966,Non,non,non,non,N/A,24/01/2025,03/2000,RE53446,RENAULT,MEGANE,CARB,CAB,7,M1,0,19818,13,D,6,11,99,8,6,9,5,,,,,,,,,,,,,,,,,,,,,,C,1,5000,28170,28393,1,2,33160,33376,Eure-et-Loir,28,24,G,P,8,0.64,0,A,77,A,17/09/2024
"	
Groupe Vilavi",320 €,2003,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,01/01/1995,29,Concubin(e) / vie maritale,Commerçant,03/2016,Non,12/11/1940,10/1966,Non,non,non,non,N/A,24/01/2025,03/2000,RE53446,RENAULT,MEGANE,CARB,CAB,7,M1,0,19818,13,D,6,11,99,8,6,9,5,,,,,,,,,,,,,,,,,,,,,,C,1,5000,28170,28393,1,2,33160,33376,Eure-et-Loir,28,24,G,P,8,0.64,0,A,77,A,17/09/2024
"	
Groupe Allianz",326 €,2003,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,01/01/1995,29,Concubin(e) / vie maritale,Commerçant,03/2016,Non,12/11/1940,10/1966,Non,non,non,non,N/A,24/01/2025,03/2000,RE53446,RENAULT,MEGANE,CARB,CAB,7,M1,0,19818,13,D,6,11,99,8,6,9,5,,,,,,,,,,,,,,,,,,,,,,C,1,5000,28170,28393,1,2,33160,33376,Eure-et-Loir,28,24,G,P,8,0.64,0,A,77,A,17/09/2024
