Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
Abeille Assurances",318 €,14031,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,06/11/1990,34,Marié(e),Fonctionnaire Défense/Intérieur,05/2011,Non,20/11/1959,,Non,non,non,non,09/2009,,11/2005,AU17051,AUDI,A8,DIES,BER,15,H2,0,88500,14,L,12,13,99,4,6,13,7,,,,,,,,,,,,,,,,,,,,,,T,1,12500,74200,74222,2,1,88370,88048,Haute-Savoie,74,84,C,P,13,0.5,6,E,80,D,13/12/2024
"	
Groupe AXA",401 €,14031,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,06/11/1990,34,Marié(e),Fonctionnaire Défense/Intérieur,05/2011,Non,20/11/1959,,Non,non,non,non,09/2009,,11/2005,AU17051,AUDI,A8,DIES,BER,15,H2,0,88500,14,L,12,13,99,4,6,13,7,,,,,,,,,,,,,,,,,,,,,,T,1,12500,74200,74222,2,1,88370,88048,Haute-Savoie,74,84,C,P,13,0.5,6,E,80,D,13/12/2024
"	
Groupe Admiral",577 €,14031,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,06/11/1990,34,Marié(e),Fonctionnaire Défense/Intérieur,05/2011,Non,20/11/1959,,Non,non,non,non,09/2009,,11/2005,AU17051,AUDI,A8,DIES,BER,15,H2,0,88500,14,L,12,13,99,4,6,13,7,,,,,,,,,,,,,,,,,,,,,,T,1,12500,74200,74222,2,1,88370,88048,Haute-Savoie,74,84,C,P,13,0.5,6,E,80,D,13/12/2024
"	
MAAF Assurances",626 €,14031,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,06/11/1990,34,Marié(e),Fonctionnaire Défense/Intérieur,05/2011,Non,20/11/1959,,Non,non,non,non,09/2009,,11/2005,AU17051,AUDI,A8,DIES,BER,15,H2,0,88500,14,L,12,13,99,4,6,13,7,,,,,,,,,,,,,,,,,,,,,,T,1,12500,74200,74222,2,1,88370,88048,Haute-Savoie,74,84,C,P,13,0.5,6,E,80,D,13/12/2024
"	
AMV",847 €,14031,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,06/11/1990,34,Marié(e),Fonctionnaire Défense/Intérieur,05/2011,Non,20/11/1959,,Non,non,non,non,09/2009,,11/2005,AU17051,AUDI,A8,DIES,BER,15,H2,0,88500,14,L,12,13,99,4,6,13,7,,,,,,,,,,,,,,,,,,,,,,T,1,12500,74200,74222,2,1,88370,88048,Haute-Savoie,74,84,C,P,13,0.5,6,E,80,D,13/12/2024
"	
Groupe Admiral",445 €,14043,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,12/01/1991,33,Célibataire,Salarié Cadre,01/2021,Oui,,,Non,non,non,non,06/2012,,08/2005,RE43439,RENAULT,TRAFIC,CARB,FGN,10,U1,0,27089,13,C,6,4,99,14,7,6,9,,,,,,,,,,,,,,,,,,,,,,T,3,20000,61220,61137,2,2,51290,51008,Orne,61,28,G,P,3,0.85,6,A,34,C,13/12/2024
"	
MMA",489 €,14043,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,12/01/1991,33,Célibataire,Salarié Cadre,01/2021,Oui,,,Non,non,non,non,06/2012,,08/2005,RE43439,RENAULT,TRAFIC,CARB,FGN,10,U1,0,27089,13,C,6,4,99,14,7,6,9,,,,,,,,,,,,,,,,,,,,,,T,3,20000,61220,61137,2,2,51290,51008,Orne,61,28,G,P,3,0.85,6,A,34,C,13/12/2024
"	
Groupe AXA",499 €,14043,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,12/01/1991,33,Célibataire,Salarié Cadre,01/2021,Oui,,,Non,non,non,non,06/2012,,08/2005,RE43439,RENAULT,TRAFIC,CARB,FGN,10,U1,0,27089,13,C,6,4,99,14,7,6,9,,,,,,,,,,,,,,,,,,,,,,T,3,20000,61220,61137,2,2,51290,51008,Orne,61,28,G,P,3,0.85,6,A,34,C,13/12/2024
"	
MAAF Assurances",537 €,14043,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,12/01/1991,33,Célibataire,Salarié Cadre,01/2021,Oui,,,Non,non,non,non,06/2012,,08/2005,RE43439,RENAULT,TRAFIC,CARB,FGN,10,U1,0,27089,13,C,6,4,99,14,7,6,9,,,,,,,,,,,,,,,,,,,,,,T,3,20000,61220,61137,2,2,51290,51008,Orne,61,28,G,P,3,0.85,6,A,34,C,13/12/2024
"	
Groupe Allianz",574 €,14043,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,12/01/1991,33,Célibataire,Salarié Cadre,01/2021,Oui,,,Non,non,non,non,06/2012,,08/2005,RE43439,RENAULT,TRAFIC,CARB,FGN,10,U1,0,27089,13,C,6,4,99,14,7,6,9,,,,,,,,,,,,,,,,,,,,,,T,3,20000,61220,61137,2,2,51290,51008,Orne,61,28,G,P,3,0.85,6,A,34,C,13/12/2024
