Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
Groupe AXA",553 €,17987,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,03/02/1963,61,Célibataire,Salarié,02/2001,Non,,,Non,non,non,non,N/A,14/01/2025,11/2005,AU18847,AUDI,A4,DIES,BRK,10,M2,0,36790,14,F,11,10,99,12,6,14,6,,,,,,,,,,,,,,,,,,,,,,C,3,30000,26310,26030,1,2,40170,40266,Drôme,26,84,P,P,23,100,0,E,85,E,19/12/2024
"	
Abeille Assurances",598 €,17987,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,03/02/1963,61,Célibataire,Salarié,02/2001,Non,,,Non,non,non,non,N/A,14/01/2025,11/2005,AU18847,AUDI,A4,DIES,BRK,10,M2,0,36790,14,F,11,10,99,12,6,14,6,,,,,,,,,,,,,,,,,,,,,,C,3,30000,26310,26030,1,2,40170,40266,Drôme,26,84,P,P,23,100,0,E,85,E,19/12/2024
"	
MAAF Assurances",630 €,17987,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,03/02/1963,61,Célibataire,Salarié,02/2001,Non,,,Non,non,non,non,N/A,14/01/2025,11/2005,AU18847,AUDI,A4,DIES,BRK,10,M2,0,36790,14,F,11,10,99,12,6,14,6,,,,,,,,,,,,,,,,,,,,,,C,3,30000,26310,26030,1,2,40170,40266,Drôme,26,84,P,P,23,100,0,E,85,E,19/12/2024
"	
Groupe Admiral",671 €,17987,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,03/02/1963,61,Célibataire,Salarié,02/2001,Non,,,Non,non,non,non,N/A,14/01/2025,11/2005,AU18847,AUDI,A4,DIES,BRK,10,M2,0,36790,14,F,11,10,99,12,6,14,6,,,,,,,,,,,,,,,,,,,,,,C,3,30000,26310,26030,1,2,40170,40266,Drôme,26,84,P,P,23,100,0,E,85,E,19/12/2024
"	
Meilleurtaux Assurances",731 €,17987,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,03/02/1963,61,Célibataire,Salarié,02/2001,Non,,,Non,non,non,non,N/A,14/01/2025,11/2005,AU18847,AUDI,A4,DIES,BRK,10,M2,0,36790,14,F,11,10,99,12,6,14,6,,,,,,,,,,,,,,,,,,,,,,C,3,30000,26310,26030,1,2,40170,40266,Drôme,26,84,P,P,23,100,0,E,85,E,19/12/2024
"	
GMF",740 €,17987,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,03/02/1963,61,Célibataire,Salarié,02/2001,Non,,,Non,non,non,non,N/A,14/01/2025,11/2005,AU18847,AUDI,A4,DIES,BRK,10,M2,0,36790,14,F,11,10,99,12,6,14,6,,,,,,,,,,,,,,,,,,,,,,C,3,30000,26310,26030,1,2,40170,40266,Drôme,26,84,P,P,23,100,0,E,85,E,19/12/2024
"	
Groupe Vilavi",834 €,17987,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,03/02/1963,61,Célibataire,Salarié,02/2001,Non,,,Non,non,non,non,N/A,14/01/2025,11/2005,AU18847,AUDI,A4,DIES,BRK,10,M2,0,36790,14,F,11,10,99,12,6,14,6,,,,,,,,,,,,,,,,,,,,,,C,3,30000,26310,26030,1,2,40170,40266,Drôme,26,84,P,P,23,100,0,E,85,E,19/12/2024
"	
Groupe Vilavi",873 €,17987,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,03/02/1963,61,Célibataire,Salarié,02/2001,Non,,,Non,non,non,non,N/A,14/01/2025,11/2005,AU18847,AUDI,A4,DIES,BRK,10,M2,0,36790,14,F,11,10,99,12,6,14,6,,,,,,,,,,,,,,,,,,,,,,C,3,30000,26310,26030,1,2,40170,40266,Drôme,26,84,P,P,23,100,0,E,85,E,19/12/2024
"	
Groupe Allianz",1 050 €,17987,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,03/02/1963,61,Célibataire,Salarié,02/2001,Non,,,Non,non,non,non,N/A,14/01/2025,11/2005,AU18847,AUDI,A4,DIES,BRK,10,M2,0,36790,14,F,11,10,99,12,6,14,6,,,,,,,,,,,,,,,,,,,,,,C,3,30000,26310,26030,1,2,40170,40266,Drôme,26,84,P,P,23,100,0,E,85,E,19/12/2024
"	
AMV",1 256 €,17987,Vous comptez l'acheter,D'une voiture en remplacement,D'occasion,Non,Vous,Une femme,03/02/1963,61,Célibataire,Salarié,02/2001,Non,,,Non,non,non,non,N/A,14/01/2025,11/2005,AU18847,AUDI,A4,DIES,BRK,10,M2,0,36790,14,F,11,10,99,12,6,14,6,,,,,,,,,,,,,,,,,,,,,,C,3,30000,26310,26030,1,2,40170,40266,Drôme,26,84,P,P,23,100,0,E,85,E,19/12/2024
