Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
Abeille Assurances",480 €,14064,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,10/01/1995,29,Marié(e),Salarié Cadre,04/2022,Non,17/03/1929,03/1969,Non,non,non,non,N/A,30/07/2025,03/2000,AU19057,AUDI,A3,DIES,BER,8,M1,0,28889,15,F,10,8,99,9,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,5000,63570,63031,1,2,62380,62882,Puy-de-Dôme,63,84,C,P,2,0.9,0,A,77,E,13/12/2024
"	
Groupe AXA",499 €,14064,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,10/01/1995,29,Marié(e),Salarié Cadre,04/2022,Non,17/03/1929,03/1969,Non,non,non,non,N/A,30/07/2025,03/2000,AU19057,AUDI,A3,DIES,BER,8,M1,0,28889,15,F,10,8,99,9,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,5000,63570,63031,1,2,62380,62882,Puy-de-Dôme,63,84,C,P,2,0.9,0,A,77,E,13/12/2024
"	
Groupe Vilavi",1 029 €,14064,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,10/01/1995,29,Marié(e),Salarié Cadre,04/2022,Non,17/03/1929,03/1969,Non,non,non,non,N/A,30/07/2025,03/2000,AU19057,AUDI,A3,DIES,BER,8,M1,0,28889,15,F,10,8,99,9,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,5000,63570,63031,1,2,62380,62882,Puy-de-Dôme,63,84,C,P,2,0.9,0,A,77,E,13/12/2024
"	
Groupe Vilavi",1 054 €,14064,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,10/01/1995,29,Marié(e),Salarié Cadre,04/2022,Non,17/03/1929,03/1969,Non,non,non,non,N/A,30/07/2025,03/2000,AU19057,AUDI,A3,DIES,BER,8,M1,0,28889,15,F,10,8,99,9,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,5000,63570,63031,1,2,62380,62882,Puy-de-Dôme,63,84,C,P,2,0.9,0,A,77,E,13/12/2024
"	
MAAF Assurances",1 115 €,14064,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,10/01/1995,29,Marié(e),Salarié Cadre,04/2022,Non,17/03/1929,03/1969,Non,non,non,non,N/A,30/07/2025,03/2000,AU19057,AUDI,A3,DIES,BER,8,M1,0,28889,15,F,10,8,99,9,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,5000,63570,63031,1,2,62380,62882,Puy-de-Dôme,63,84,C,P,2,0.9,0,A,77,E,13/12/2024
"	
Assurpeople.com",1 266 €,14064,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,10/01/1995,29,Marié(e),Salarié Cadre,04/2022,Non,17/03/1929,03/1969,Non,non,non,non,N/A,30/07/2025,03/2000,AU19057,AUDI,A3,DIES,BER,8,M1,0,28889,15,F,10,8,99,9,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,5000,63570,63031,1,2,62380,62882,Puy-de-Dôme,63,84,C,P,2,0.9,0,A,77,E,13/12/2024
"	
SOS Malus",1 320 €,14064,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,10/01/1995,29,Marié(e),Salarié Cadre,04/2022,Non,17/03/1929,03/1969,Non,non,non,non,N/A,30/07/2025,03/2000,AU19057,AUDI,A3,DIES,BER,8,M1,0,28889,15,F,10,8,99,9,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,5000,63570,63031,1,2,62380,62882,Puy-de-Dôme,63,84,C,P,2,0.9,0,A,77,E,13/12/2024
"	
GMF",1 424 €,14064,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,10/01/1995,29,Marié(e),Salarié Cadre,04/2022,Non,17/03/1929,03/1969,Non,non,non,non,N/A,30/07/2025,03/2000,AU19057,AUDI,A3,DIES,BER,8,M1,0,28889,15,F,10,8,99,9,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,5000,63570,63031,1,2,62380,62882,Puy-de-Dôme,63,84,C,P,2,0.9,0,A,77,E,13/12/2024
"	
Groupe Admiral",1 492 €,14064,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,10/01/1995,29,Marié(e),Salarié Cadre,04/2022,Non,17/03/1929,03/1969,Non,non,non,non,N/A,30/07/2025,03/2000,AU19057,AUDI,A3,DIES,BER,8,M1,0,28889,15,F,10,8,99,9,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,5000,63570,63031,1,2,62380,62882,Puy-de-Dôme,63,84,C,P,2,0.9,0,A,77,E,13/12/2024
"	
Active Assurances",1 502 €,14064,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,10/01/1995,29,Marié(e),Salarié Cadre,04/2022,Non,17/03/1929,03/1969,Non,non,non,non,N/A,30/07/2025,03/2000,AU19057,AUDI,A3,DIES,BER,8,M1,0,28889,15,F,10,8,99,9,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,5000,63570,63031,1,2,62380,62882,Puy-de-Dôme,63,84,C,P,2,0.9,0,A,77,E,13/12/2024
"	
PEYRAC ASSURANCES",2 328 €,14064,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Un homme,10/01/1995,29,Marié(e),Salarié Cadre,04/2022,Non,17/03/1929,03/1969,Non,non,non,non,N/A,30/07/2025,03/2000,AU19057,AUDI,A3,DIES,BER,8,M1,0,28889,15,F,10,8,99,9,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,5000,63570,63031,1,2,62380,62882,Puy-de-Dôme,63,84,C,P,2,0.9,0,A,77,E,13/12/2024
"	
GMF",2 925 €,14067,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,29/04/2001,23,Concubin(e) / vie maritale,VRP,02/2024,Non,22/12/1957,,Non,non,non,non,10/2024,,03/2024,FO40133,FORD,TOURNEO CUSTOM,DIES,MMC,10,K2,0,49290,13,H,8,8,99,16,9,12,10,,,,,,,,,,,,,,,,,,,,,,C,2,25000,33410,33392,1,2,31160,31431,Gironde,33,75,G,P,0,1,0,E,34,A,13/12/2024
"	
Groupe Admiral",3 637 €,14067,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,29/04/2001,23,Concubin(e) / vie maritale,VRP,02/2024,Non,22/12/1957,,Non,non,non,non,10/2024,,03/2024,FO40133,FORD,TOURNEO CUSTOM,DIES,MMC,10,K2,0,49290,13,H,8,8,99,16,9,12,10,,,,,,,,,,,,,,,,,,,,,,C,2,25000,33410,33392,1,2,31160,31431,Gironde,33,75,G,P,0,1,0,E,34,A,13/12/2024
"	
Groupe Vilavi",395 €,14070,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,17/07/2000,24,Divorcé(e),Forain,02/2022,Oui,,,Non,non,non,non,N/A,12/08/2025,11/2005,BM17195,BMW,318,DIES,BER,7,M2,0,27200,12,E,12,12,99,12,8,12,4,KIA,PICANTO,CARB,BER,4,KA14095,13740,8,A,67,B1,7,7,2,7,1,6,3,2,8,99,D,1,7000,77130,77293,1,2,85240,85227,Seine-et-Marne,77,11,P,P,2,0.9,0,E,13,A,13/12/2024
"	
Groupe Vilavi",422 €,14070,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,17/07/2000,24,Divorcé(e),Forain,02/2022,Oui,,,Non,non,non,non,N/A,12/08/2025,11/2005,BM17195,BMW,318,DIES,BER,7,M2,0,27200,12,E,12,12,99,12,8,12,4,KIA,PICANTO,CARB,BER,4,KA14095,13740,8,A,67,B1,7,7,2,7,1,6,3,2,8,99,D,1,7000,77130,77293,1,2,85240,85227,Seine-et-Marne,77,11,P,P,2,0.9,0,E,13,A,13/12/2024
"	
MAAF Assurances",487 €,14070,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,17/07/2000,24,Divorcé(e),Forain,02/2022,Oui,,,Non,non,non,non,N/A,12/08/2025,11/2005,BM17195,BMW,318,DIES,BER,7,M2,0,27200,12,E,12,12,99,12,8,12,4,KIA,PICANTO,CARB,BER,4,KA14095,13740,8,A,67,B1,7,7,2,7,1,6,3,2,8,99,D,1,7000,77130,77293,1,2,85240,85227,Seine-et-Marne,77,11,P,P,2,0.9,0,E,13,A,13/12/2024
"	
Active Assurances",524 €,14070,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,17/07/2000,24,Divorcé(e),Forain,02/2022,Oui,,,Non,non,non,non,N/A,12/08/2025,11/2005,BM17195,BMW,318,DIES,BER,7,M2,0,27200,12,E,12,12,99,12,8,12,4,KIA,PICANTO,CARB,BER,4,KA14095,13740,8,A,67,B1,7,7,2,7,1,6,3,2,8,99,D,1,7000,77130,77293,1,2,85240,85227,Seine-et-Marne,77,11,P,P,2,0.9,0,E,13,A,13/12/2024
"	
SOS Malus",649 €,14070,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,17/07/2000,24,Divorcé(e),Forain,02/2022,Oui,,,Non,non,non,non,N/A,12/08/2025,11/2005,BM17195,BMW,318,DIES,BER,7,M2,0,27200,12,E,12,12,99,12,8,12,4,KIA,PICANTO,CARB,BER,4,KA14095,13740,8,A,67,B1,7,7,2,7,1,6,3,2,8,99,D,1,7000,77130,77293,1,2,85240,85227,Seine-et-Marne,77,11,P,P,2,0.9,0,E,13,A,13/12/2024
"	
Groupe AXA",251 €,14073,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,07/03/1973,51,Marié(e),Sans profession,01/2000,Oui,22/06/1944,08/2002,Oui,2020,2013,2010,11/2022,,11/2018,CI72017,CITROEN,C5 AIRCROSS,CARB,VTC,7,M2,1,24700,14,C,6,13,99,7,3,5,3,,,,,,,,,,,,,,,,,,,,,,C,2,12500,67340,67475,1,2,87510,87152,Bas-Rhin,67,44,C,P,24,110,2,E,86,C,13/12/2024
