Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
Groupe AXA",211 €,10519,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,03/05/1994,30,Marié(e),Retraité,04/2014,Non,09/09/1988,11/2017,Non,non,non,non,N/A,20/09/2025,11/2005,AU18637,AUDI,A4,CARB,BER,12,M2,0,35800,16,F,7,9,99,4,5,12,7,,,,,,,,,,,,,,,,,,,,,,C,1,2000,64120,64018,1,1,64260,64069,Pyrénées-Atlantiques,64,75,P,P,10,0.57,0,E,77,A,18/09/2024
"	
Abeille Assurances",217 €,10519,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,03/05/1994,30,Marié(e),Retraité,04/2014,Non,09/09/1988,11/2017,Non,non,non,non,N/A,20/09/2025,11/2005,AU18637,AUDI,A4,CARB,BER,12,M2,0,35800,16,F,7,9,99,4,5,12,7,,,,,,,,,,,,,,,,,,,,,,C,1,2000,64120,64018,1,1,64260,64069,Pyrénées-Atlantiques,64,75,P,P,10,0.57,0,E,77,A,18/09/2024
"	
Active Assurances",296 €,10519,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,03/05/1994,30,Marié(e),Retraité,04/2014,Non,09/09/1988,11/2017,Non,non,non,non,N/A,20/09/2025,11/2005,AU18637,AUDI,A4,CARB,BER,12,M2,0,35800,16,F,7,9,99,4,5,12,7,,,,,,,,,,,,,,,,,,,,,,C,1,2000,64120,64018,1,1,64260,64069,Pyrénées-Atlantiques,64,75,P,P,10,0.57,0,E,77,A,18/09/2024
"	
MAAF Assurances",310 €,10519,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,03/05/1994,30,Marié(e),Retraité,04/2014,Non,09/09/1988,11/2017,Non,non,non,non,N/A,20/09/2025,11/2005,AU18637,AUDI,A4,CARB,BER,12,M2,0,35800,16,F,7,9,99,4,5,12,7,,,,,,,,,,,,,,,,,,,,,,C,1,2000,64120,64018,1,1,64260,64069,Pyrénées-Atlantiques,64,75,P,P,10,0.57,0,E,77,A,18/09/2024
"	
Groupe Admiral",313 €,10519,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,03/05/1994,30,Marié(e),Retraité,04/2014,Non,09/09/1988,11/2017,Non,non,non,non,N/A,20/09/2025,11/2005,AU18637,AUDI,A4,CARB,BER,12,M2,0,35800,16,F,7,9,99,4,5,12,7,,,,,,,,,,,,,,,,,,,,,,C,1,2000,64120,64018,1,1,64260,64069,Pyrénées-Atlantiques,64,75,P,P,10,0.57,0,E,77,A,18/09/2024
"	
Groupe Allianz",366 €,10519,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,03/05/1994,30,Marié(e),Retraité,04/2014,Non,09/09/1988,11/2017,Non,non,non,non,N/A,20/09/2025,11/2005,AU18637,AUDI,A4,CARB,BER,12,M2,0,35800,16,F,7,9,99,4,5,12,7,,,,,,,,,,,,,,,,,,,,,,C,1,2000,64120,64018,1,1,64260,64069,Pyrénées-Atlantiques,64,75,P,P,10,0.57,0,E,77,A,18/09/2024
"	
GMF",381 €,10519,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,03/05/1994,30,Marié(e),Retraité,04/2014,Non,09/09/1988,11/2017,Non,non,non,non,N/A,20/09/2025,11/2005,AU18637,AUDI,A4,CARB,BER,12,M2,0,35800,16,F,7,9,99,4,5,12,7,,,,,,,,,,,,,,,,,,,,,,C,1,2000,64120,64018,1,1,64260,64069,Pyrénées-Atlantiques,64,75,P,P,10,0.57,0,E,77,A,18/09/2024
"	
Groupe Vilavi",397 €,10519,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,03/05/1994,30,Marié(e),Retraité,04/2014,Non,09/09/1988,11/2017,Non,non,non,non,N/A,20/09/2025,11/2005,AU18637,AUDI,A4,CARB,BER,12,M2,0,35800,16,F,7,9,99,4,5,12,7,,,,,,,,,,,,,,,,,,,,,,C,1,2000,64120,64018,1,1,64260,64069,Pyrénées-Atlantiques,64,75,P,P,10,0.57,0,E,77,A,18/09/2024
"	
Groupe Vilavi",436 €,10519,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,03/05/1994,30,Marié(e),Retraité,04/2014,Non,09/09/1988,11/2017,Non,non,non,non,N/A,20/09/2025,11/2005,AU18637,AUDI,A4,CARB,BER,12,M2,0,35800,16,F,7,9,99,4,5,12,7,,,,,,,,,,,,,,,,,,,,,,C,1,2000,64120,64018,1,1,64260,64069,Pyrénées-Atlantiques,64,75,P,P,10,0.57,0,E,77,A,18/09/2024
"	
AMV",560 €,10519,Vous comptez l'acheter,D'une première voiture,D'occasion,Non,Vous,Une femme,03/05/1994,30,Marié(e),Retraité,04/2014,Non,09/09/1988,11/2017,Non,non,non,non,N/A,20/09/2025,11/2005,AU18637,AUDI,A4,CARB,BER,12,M2,0,35800,16,F,7,9,99,4,5,12,7,,,,,,,,,,,,,,,,,,,,,,C,1,2000,64120,64018,1,1,64260,64069,Pyrénées-Atlantiques,64,75,P,P,10,0.57,0,E,77,A,18/09/2024
